,sentiment
26036,1
30117,1
1202,0
28519,0
8732,1
3198,0
17608,0
33271,0
41529,0
41884,0
19511,0
20579,0
28435,0
28709,1
34504,1
22374,0
26194,1
382,1
26817,0
14137,0
47363,1
17940,1
20154,0
5623,0
35405,0
2884,1
5532,0
8312,0
41901,0
34876,0
23512,1
12804,1
43765,0
27602,1
5191,0
4680,0
31464,1
2653,0
39654,0
33975,1
34216,1
2733,1
22558,0
18200,0
36899,1
837,1
12889,1
2752,1
23521,0
23436,0
46749,1
17222,0
38786,0
28217,1
7403,0
34042,0
10008,0
21796,1
24997,1
3386,0
21425,0
11166,0
2435,0
46789,0
33507,0
19397,0
16359,1
34787,0
35078,0
12880,0
35586,1
21010,1
36375,0
40340,1
29147,1
1513,1
32185,1
24958,0
6451,0
42861,1
9779,0
13817,0
26963,0
40540,0
5092,1
40963,0
44057,1
26453,0
34652,1
361,0
33799,1
28340,0
16294,1
16844,0
7302,0
36240,0
45618,0
32282,0
13063,1
32325,0
13984,0
2346,1
4468,0
4208,1
17683,1
5346,0
4636,1
20427,1
49791,1
44242,1
36977,0
25726,0
4472,1
38041,0
7714,1
27625,0
47469,0
18607,0
41653,1
44880,0
13827,1
46011,1
15112,1
24889,0
16898,0
17979,1
15427,0
17491,1
7102,1
33562,1
40630,1
8980,0
27287,1
33296,1
3954,0
5911,1
28630,1
49231,1
10695,1
22138,1
42544,1
30165,0
10097,1
45380,0
31102,0
34750,0
27487,0
12833,1
11395,0
44383,1
9855,0
21001,1
10752,1
10030,0
32065,1
45757,1
42661,0
36868,0
42388,1
47341,0
17281,0
22221,0
42265,0
38879,1
1677,1
31141,0
92,1
35708,0
14655,0
3915,1
49819,0
37933,1
12042,0
39305,0
20915,1
20267,1
22839,1
49946,0
33341,1
3891,0
2252,1
13204,1
2391,0
3781,0
24711,0
1292,0
43314,1
5735,1
89,0
29922,0
8028,0
25011,1
28751,0
32549,0
18533,0
12660,1
36038,0
27711,1
16190,1
43208,0
20730,0
25623,1
18663,1
53,1
45245,0
42459,1
5484,1
5910,0
38407,0
43779,1
20851,0
47506,0
19415,0
17381,1
27129,0
35102,1
32712,1
310,1
1886,1
37000,1
13250,0
1247,0
25243,0
17856,1
49856,0
45865,1
33027,0
875,0
23615,0
7623,1
11277,1
13633,0
12245,0
41455,0
39773,0
28839,0
35791,0
39342,1
3038,1
37551,0
26313,0
42008,0
47445,1
14508,1
18127,0
26004,1
14208,1
21812,1
22126,0
3904,0
21504,0
6005,0
38662,1
28818,1
42104,1
4140,0
27622,1
46964,0
23788,1
40844,1
187,0
8948,1
23158,0
32240,1
4638,1
49662,1
33117,0
48833,1
40499,0
46662,0
7355,0
16899,1
1712,0
11898,0
11181,0
17242,0
45878,0
5897,0
24498,0
47116,0
30415,0
32205,0
2236,1
47443,0
16207,1
16572,0
23159,1
2547,1
37054,1
32932,0
25929,1
46628,0
15403,0
16474,1
33394,0
30221,0
13308,0
8285,1
34727,1
30793,0
35379,1
17126,0
37365,1
21026,1
28045,0
49656,1
45834,1
24460,1
20576,0
9674,0
23947,1
36883,0
33155,0
41447,1
8944,1
18988,0
334,1
8408,0
41980,0
81,0
12518,1
15924,0
7787,0
6164,0
45039,1
29918,0
47874,1
21721,0
40917,1
28405,0
6138,1
16431,1
22896,1
39408,0
7794,1
35064,1
4970,0
1066,1
46404,0
32532,1
44062,1
48461,0
29215,0
29779,0
22154,0
40125,0
16036,0
34442,0
23014,0
42716,0
8190,1
18737,0
19737,0
43639,1
18291,1
12908,0
15435,0
2834,0
5238,0
40449,1
36925,0
13801,0
3294,1
23715,0
49422,0
38624,1
23784,1
14989,1
21434,0
41071,0
34586,0
23075,1
26052,0
2931,0
12776,1
36402,1
16336,0
14154,0
45089,1
25657,0
42066,0
25590,0
48813,1
49940,0
21798,0
36162,1
41972,0
44728,1
9827,0
32673,0
32512,1
13804,0
24258,1
16268,1
38589,1
44264,0
31190,0
23329,0
22267,1
1729,1
24367,0
43734,1
45920,1
47639,1
38853,0
36229,0
43920,1
31522,0
49868,0
35346,1
25486,1
30557,1
47260,0
28120,1
4177,1
7937,0
39091,0
3254,1
4910,1
6593,0
44126,1
5859,1
30655,0
39682,1
34458,1
28053,0
11798,1
6278,1
36503,0
5513,1
19791,1
25885,1
30899,1
17250,0
8671,1
16951,0
15390,1
30517,1
45688,0
47,0
16325,0
48274,1
23680,1
18586,0
24480,1
13064,1
35788,0
12310,1
12983,0
29501,1
27694,1
34350,1
38961,0
15171,0
22840,1
37264,1
9876,0
17011,0
17048,0
43419,1
5076,0
39556,0
42166,1
10281,0
15347,1
47204,0
36360,1
20940,0
27763,0
25786,1
23085,1
1540,1
2958,0
35070,0
49415,0
29594,1
18786,1
3013,1
34105,0
39203,0
12085,1
22245,0
16917,1
25509,0
17928,1
21954,1
22137,0
33683,0
23315,1
37779,1
25889,0
23820,0
33485,0
41202,0
26115,1
25377,1
48851,0
45412,1
41043,1
8425,0
5291,1
10323,1
10285,0
24862,0
5357,0
24568,1
5331,1
8731,1
48361,1
26642,1
41313,1
27849,0
37620,1
26818,0
24228,0
15018,1
46721,1
34614,0
6187,1
17646,1
39050,1
1366,0
45867,1
49042,0
12320,1
45130,1
46327,0
18036,1
18274,0
38804,0
980,0
25440,0
12914,0
32324,0
22571,0
25248,1
14607,1
21418,0
41286,0
22587,1
9041,1
3058,0
9021,1
43789,1
48987,0
33947,0
4238,1
28577,1
23036,0
5160,0
8612,0
32900,0
23719,1
4066,0
22305,1
14228,1
9003,1
16609,0
49036,0
14754,0
8416,0
41223,0
14827,1
790,1
49527,1
23771,0
36718,1
37457,1
46353,1
30660,0
17639,0
23734,0
3069,1
29261,1
31504,1
48799,0
20302,1
16996,0
39086,1
42320,1
27870,0
11699,0
49516,1
36017,0
1897,1
19452,1
21268,0
21477,1
43114,1
8141,1
44671,1
11513,1
42789,1
30181,1
5980,0
48881,1
38927,0
30456,0
40106,0
5838,1
5485,0
34347,1
6897,1
31252,0
26230,0
40226,0
43686,0
13648,1
23819,0
33345,0
5669,0
14914,1
19025,1
39733,0
37025,0
2876,0
14884,1
27054,1
9082,0
26528,0
6117,0
4085,0
6826,0
48357,0
31293,1
35804,0
21570,0
26276,1
46616,1
29198,1
31493,1
44207,1
7954,0
22216,1
26226,1
1931,1
8447,1
19809,1
23709,0
7752,0
5986,1
25961,0
1953,0
23432,0
44644,1
7362,0
23352,1
12538,0
49890,1
23026,0
42157,0
44773,1
33386,1
88,0
29563,0
19155,0
21995,1
21626,1
32522,0
18524,1
26484,0
23687,0
34852,0
39002,0
18465,1
13011,1
29015,0
38900,0
49477,1
8840,1
16734,1
20524,1
34322,1
37550,1
12412,0
21822,1
32052,0
10257,0
25620,1
21895,0
30786,1
23727,0
12611,0
41451,1
49817,1
42827,1
29446,1
42931,0
38529,1
5066,1
13925,1
42402,0
8033,0
4653,0
13316,0
19893,0
85,0
7539,1
20784,1
34170,1
35714,1
25481,1
45573,1
13277,1
37730,0
21886,0
17636,1
22877,1
28476,0
3091,1
43311,1
18747,0
3941,1
15743,0
16963,1
32473,1
30294,1
21405,0
37761,0
28586,0
41656,0
27585,0
22434,1
36911,0
38651,1
33413,1
39848,1
3264,0
7317,1
18083,1
16961,1
13101,1
16836,1
19804,1
25699,1
37231,1
9579,1
42733,1
38171,0
1229,1
33134,1
8651,1
7668,1
44257,1
3176,0
7863,0
9774,0
48823,1
21726,1
48777,1
9150,1
12162,0
37728,1
25985,1
21422,0
22709,1
17447,0
321,1
48217,0
7010,0
15570,1
49742,0
28888,0
3383,1
10959,1
18080,0
29740,1
36126,1
8610,1
25503,0
9248,1
2140,0
37119,1
25781,0
32502,1
34851,1
7223,0
28321,0
19690,0
21982,1
41392,1
37561,1
1530,1
41437,0
2929,1
5799,1
43969,1
11204,0
22762,0
6754,0
23228,1
12902,0
3508,0
42362,0
5358,0
21843,1
10320,0
33347,1
9704,0
40285,0
35746,1
24471,0
35173,1
7834,0
44068,1
42301,1
13681,0
40573,1
40341,1
20149,0
35898,1
25907,0
38986,0
29044,0
16168,0
11405,1
41377,1
38504,1
30735,0
25624,0
4061,1
21201,1
298,1
33925,0
12839,0
35555,1
6281,0
28137,0
32040,0
49050,0
2498,0
31863,1
33574,1
19532,0
1338,0
293,1
46013,0
45772,0
4072,0
16153,0
13522,0
29012,1
30309,0
29019,1
39244,0
17925,1
29716,0
11626,1
27226,0
43517,0
44837,1
48382,0
4916,1
10546,0
45866,1
18123,1
18376,0
48432,1
29350,1
42854,0
34689,0
11567,0
9016,0
380,0
7713,0
12188,0
10747,0
41769,1
28712,0
41249,0
33692,0
12954,0
49896,1
44915,0
11355,1
37590,0
26067,1
45901,1
8186,1
42273,1
48703,0
41233,1
26064,1
49513,1
14826,1
45777,0
27942,1
35591,1
46677,1
9152,0
6071,1
36461,0
11462,1
49392,0
15842,1
48898,1
26102,1
41696,1
35806,1
34243,1
9328,0
8355,1
47845,1
24894,0
35337,0
6343,1
1610,0
21787,1
31197,0
32520,1
31291,1
37880,0
25265,0
41809,1
9954,1
14594,1
48923,1
41607,1
8978,0
35700,0
44674,0
27214,0
22979,0
36396,1
37934,0
6058,1
16435,1
40193,0
31567,1
37593,1
47622,1
31646,1
44544,1
20280,1
23629,1
22632,1
39502,1
21382,1
5814,0
31516,0
33577,0
7218,0
13931,1
27196,0
37050,0
7542,1
14223,1
35882,1
2926,0
12107,1
2697,1
9382,1
29397,0
49849,1
11198,0
30264,1
21250,0
6384,1
27462,1
48311,0
40128,1
459,0
10560,0
17623,1
7074,1
3082,1
32013,0
12921,0
14907,0
25670,0
27031,0
37257,0
27255,1
16452,1
26259,1
5327,0
49835,1
45656,0
13364,0
3353,1
6327,1
35411,1
34990,1
21505,0
47700,0
27976,0
44480,1
17444,1
1385,1
9547,0
5963,0
11367,1
48093,0
19543,1
18700,0
22674,0
23120,1
933,0
26964,1
28607,1
12832,1
41748,1
8217,0
30296,0
38616,1
8324,1
35836,1
3410,0
46408,1
41498,0
113,1
6777,0
2771,0
11784,1
10370,1
29907,0
7651,1
28938,1
46626,0
3511,0
17784,0
3119,1
22814,1
34411,0
8237,1
11964,0
35193,1
10697,1
2320,1
38785,1
36098,0
12782,0
3122,0
45306,0
49947,1
31090,1
12434,0
29840,0
45789,0
40609,1
37870,1
29286,1
28268,1
895,1
19762,1
43452,0
31825,1
10090,1
1830,0
48244,0
22471,0
7241,1
36485,0
4728,0
45104,1
11856,1
46499,0
22385,0
29349,0
26725,1
35530,1
26109,0
13962,1
36559,1
21231,1
39641,1
17243,1
3921,1
30976,1
43601,1
27104,1
13166,0
49273,1
36653,1
31569,0
46429,1
27722,0
1351,1
24577,1
39149,1
104,0
47580,1
35521,1
19016,0
4825,1
42871,1
14830,0
10730,0
35894,1
4972,1
25435,0
24622,1
49123,1
26750,0
33343,0
21475,0
1459,1
18718,0
46411,1
5083,1
15315,0
23809,1
8575,0
34109,0
38321,1
18363,0
1494,0
47253,1
44708,0
39376,0
14796,0
4929,0
16819,0
27908,1
46982,1
31152,0
34438,1
16595,1
38324,0
5330,0
17099,0
12068,1
28424,1
16846,0
20357,0
30368,0
5427,1
42735,0
25902,1
39068,1
2318,0
26914,1
4984,0
43748,1
996,0
33772,1
28381,0
41994,1
6037,0
15252,0
4502,0
16255,1
19530,0
20845,0
25724,1
35452,1
23222,1
17484,1
18396,0
36815,1
26573,1
3362,1
30381,1
31242,0
19570,1
45773,1
47315,0
40417,1
31459,1
9418,1
24705,1
26024,1
16686,1
18532,0
44071,0
22866,0
35677,0
12071,1
17547,1
33203,0
48597,0
32107,1
13630,0
9858,1
7387,0
31717,0
29864,0
35747,1
30883,0
24954,1
25959,1
39836,1
3701,0
46494,0
8215,1
30438,1
45775,1
31295,0
20123,0
45874,0
15527,1
47450,1
10031,1
49686,0
6636,0
49688,0
12135,0
36476,1
24612,0
47040,1
5309,1
1103,0
21068,1
8555,1
16798,1
9898,0
783,0
16343,0
45582,0
2521,0
39514,1
45315,1
36515,1
45880,0
31266,1
9778,0
2932,0
7620,0
18695,1
19527,1
14942,0
18042,0
10432,1
6462,1
1255,0
41537,0
43214,1
34200,0
2280,0
13754,1
21532,1
39655,0
47535,0
30762,0
27294,1
23080,0
39744,0
32385,1
48070,0
27146,1
11684,0
31931,1
11045,0
41699,0
43279,1
26233,0
11598,1
9345,1
19879,1
36624,0
27003,0
33771,1
17228,1
49099,0
40900,0
29758,1
39558,1
17647,1
30925,1
48339,1
8622,1
1330,0
32289,0
9512,0
30356,0
24706,0
7545,0
45987,0
41542,1
751,0
42993,1
25512,0
34065,1
33974,1
15931,0
48753,1
15568,1
31840,1
45801,0
21838,0
37432,1
14918,1
37498,0
11775,1
5575,1
26890,0
16136,0
34788,1
44360,1
7931,1
7476,0
45680,0
38653,1
19770,1
10501,1
12600,1
40175,1
13021,1
43612,1
25845,0
43763,1
46151,1
13208,0
1660,1
29649,0
8119,0
49089,0
29554,1
3848,0
22596,0
34781,1
8985,0
4945,0
4266,1
29593,0
18671,0
13834,0
16936,0
6127,1
7864,0
16367,1
3687,0
22041,0
24692,1
39424,0
20178,0
24547,1
24053,1
33886,1
31185,1
10260,0
13492,0
3047,1
25543,0
19697,1
26225,1
12607,0
29906,0
38763,1
5016,1
2371,0
30157,0
16221,1
30889,0
14117,0
48700,0
9708,0
10888,1
38794,1
12148,1
46103,0
8067,1
23056,0
37511,0
48880,1
36005,0
14917,0
49638,0
24559,0
26954,0
127,0
24190,1
34011,0
24267,0
32135,0
40663,0
40582,0
43912,0
6657,1
10359,1
45651,0
14879,0
40882,0
23297,1
4349,0
43847,1
35748,1
32785,1
29865,0
841,0
27650,1
46740,1
4977,0
4565,1
40805,0
35731,1
37871,1
25635,1
45050,1
13144,1
19498,0
21013,0
4406,0
10876,0
3456,1
26786,1
9897,0
23278,0
23058,0
23626,1
47783,0
49034,1
39120,1
32178,1
11106,1
25234,1
15011,1
20480,1
38408,1
17034,1
46373,1
17605,0
22284,0
18870,0
31560,0
6679,1
48850,1
15308,1
28438,1
29699,0
38815,1
43188,0
34193,0
30516,0
34978,1
21202,0
19632,1
30064,0
47600,0
20160,0
37360,1
33999,0
2471,1
31223,0
49153,1
7026,0
20821,1
30369,0
44817,1
1455,0
37965,1
19111,1
32086,0
30817,0
20066,1
45647,1
10580,0
30218,0
21696,0
17935,0
42636,1
8387,0
4312,1
10714,0
19566,1
35986,0
10080,0
8664,1
38865,0
8688,0
21753,0
4320,0
44598,0
40814,0
10551,0
17028,1
40494,1
19655,0
1201,1
33900,1
47906,1
2724,0
25550,1
38168,1
2406,1
33914,1
29652,1
5300,0
782,1
27077,0
11215,0
41622,1
8898,0
17511,1
8038,1
7346,1
22926,1
15163,0
16792,0
26823,1
41263,1
35085,0
23773,1
30845,0
32481,0
23686,1
10882,0
4350,1
30476,1
15243,1
24189,0
12304,1
2492,0
42020,1
3655,1
32941,0
4869,1
21132,0
28870,1
26778,0
21840,1
46430,0
7922,1
33103,0
22342,1
26740,1
9653,0
16537,1
12357,0
37916,0
40754,0
42346,1
29609,0
46212,1
19244,0
28431,0
48566,0
22278,0
20297,1
4287,1
11965,0
44588,1
4744,1
15415,0
12016,0
19764,0
23673,1
12234,1
15638,1
48287,1
9723,1
36921,1
47497,0
4007,1
21617,0
23832,0
1254,0
17439,1
33026,1
19910,1
33465,1
29953,1
30673,1
26662,1
21593,1
23220,0
43350,1
39007,0
21385,1
33081,0
9601,1
38293,0
6263,1
47151,1
40036,1
172,1
5479,1
11815,0
36682,1
48278,0
7875,0
46517,0
37282,1
37479,1
26781,1
3448,1
27828,1
19890,0
4625,0
23604,0
19176,1
13340,0
40636,1
11222,0
24677,1
33667,1
41227,1
8014,0
32560,0
23473,0
31089,1
38626,1
35296,0
9397,1
46418,0
1615,1
33924,1
30439,0
27831,0
18235,0
44316,1
41906,1
27611,1
3397,1
6410,0
42654,0
45238,0
27879,1
34604,0
3694,0
49354,1
2393,0
15375,1
29719,1
13374,0
35127,0
18090,0
21998,1
9965,1
36992,1
33403,1
894,1
2903,1
8310,1
43328,1
10452,0
13415,0
48068,0
9839,1
1087,1
32609,0
15556,0
41013,0
11243,0
44884,0
36747,1
34270,0
25414,1
1215,0
5825,1
346,0
43288,0
9396,1
4418,0
32579,1
29633,1
46106,1
43184,1
33993,1
36184,0
28049,0
12260,0
33244,1
4937,1
26192,0
26791,0
5810,0
10943,0
14978,0
43296,0
21265,0
44323,0
45921,0
16606,0
33015,1
36986,1
3808,0
41667,0
18838,0
39000,0
39205,0
24397,1
38994,0
24907,0
25239,1
26384,0
41801,0
2278,0
25410,0
33419,0
4106,1
45529,1
19236,1
10919,0
41639,1
39172,0
43451,1
1060,0
5124,1
20406,1
46951,0
27550,1
38541,1
6607,0
133,0
49468,0
9559,1
33534,0
29439,1
10062,0
14553,0
46492,0
27012,0
25859,1
37278,0
5259,1
8737,0
12119,0
44162,1
20440,1
379,0
31339,1
5252,1
13401,1
27100,1
6812,0
1937,1
27329,1
35038,1
21090,1
5282,0
24269,0
1676,0
7473,0
22179,1
5689,0
40082,0
32394,0
36430,1
46300,0
28674,0
26150,0
44846,1
22855,0
43582,1
2626,1
9550,1
27217,1
37287,1
18492,0
10043,1
16804,0
49004,1
5150,0
49969,0
29634,0
6395,0
40219,1
47199,0
23073,1
37003,0
18941,0
19365,0
26742,1
29110,0
7341,1
2405,0
35472,0
30367,1
43068,1
37058,1
8211,0
31096,1
18876,0
34221,1
40352,0
9049,0
25836,0
49079,0
37488,0
15559,1
10353,0
2414,0
2262,0
24164,1
43855,1
31606,0
10152,0
43455,1
28855,0
14958,1
21916,1
21862,1
17218,1
2540,0
48474,1
42948,1
32936,1
6525,0
8544,1
11155,1
41544,1
19876,1
30101,0
40823,1
1568,1
18943,0
20848,1
4936,0
43503,0
8513,1
48009,0
36473,1
2967,0
49648,1
30724,1
24200,0
42334,1
22400,0
11644,1
26222,1
26487,0
11191,0
15322,1
20770,0
1672,1
14600,1
36960,0
2546,1
19827,0
27327,1
40024,0
30605,1
7825,1
23201,1
42660,1
34672,0
27904,0
2536,0
3588,1
15718,1
19419,1
18321,0
14452,1
549,1
18358,0
23059,0
30959,1
24235,0
19429,1
23722,1
32475,0
25148,0
16824,0
25679,0
12871,0
47760,0
13015,1
43914,0
26882,0
4004,0
28764,0
42126,0
31685,1
25071,1
28737,1
26344,1
42649,0
23245,1
11990,1
41149,0
21980,1
26810,1
19688,0
29931,1
35116,0
345,0
27797,1
35482,1
16334,0
14612,0
30243,1
21738,0
46867,1
31215,1
12383,0
30548,1
37303,0
10312,1
9334,1
42606,0
8830,0
25089,0
19341,1
14442,1
15113,0
6147,0
41615,0
41450,0
38656,1
40762,1
13014,0
18579,1
3746,1
24266,1
24303,1
7688,0
27749,1
35977,1
40947,1
33907,0
29370,0
48257,1
28608,0
1755,0
42121,0
17321,1
2501,1
6291,0
31861,0
24047,0
40415,1
47130,1
42809,0
49414,1
45534,1
38448,1
12821,1
46526,0
32381,0
28860,0
18652,1
24185,0
10861,1
12705,0
32882,0
43372,1
34139,1
4376,1
19927,0
18076,1
44860,0
22816,1
39361,1
28720,0
20112,1
11060,0
26628,0
30683,0
42524,0
37886,1
26112,0
27039,0
24696,1
20629,1
388,1
46552,0
49948,0
19143,1
38471,0
46363,1
13381,0
14156,0
137,0
17728,1
21523,1
44001,0
8018,0
45634,0
14699,1
4143,1
10581,0
6958,1
34951,0
7293,0
8987,0
25087,0
26435,0
44989,0
42601,1
15287,1
30212,1
22503,1
40608,0
44043,0
38989,1
36969,1
27950,1
819,0
46,0
25577,0
35206,1
39679,0
31960,0
33880,0
29157,0
25638,0
47690,0
603,0
5393,0
31046,0
48895,1
19048,1
49466,1
16230,1
31574,1
17994,0
222,1
40480,0
49881,0
44294,1
4989,1
25728,1
27225,1
36894,1
397,1
15345,0
33696,1
18513,0
36421,0
18605,0
46005,1
18808,1
10622,0
32435,1
26601,1
2639,1
46049,0
19463,1
19712,1
2046,1
49730,0
8667,0
8282,1
20253,0
45690,1
36093,1
46954,0
24137,1
34070,0
44934,1
12560,0
10987,0
44085,1
29606,0
46711,1
11788,0
12960,0
28497,0
16590,1
2456,0
42554,0
28589,0
4812,0
37190,1
29979,0
14428,1
22506,1
14469,1
33862,1
33841,1
20635,0
35652,0
24072,0
21519,1
14265,0
25723,0
19590,0
33618,0
14438,0
47675,1
48341,1
15156,1
21052,1
20716,0
4505,0
13514,0
7165,0
43477,0
17989,0
9893,1
6770,1
39626,0
16183,0
28923,1
47618,1
40196,0
21829,0
7186,1
41624,0
22186,0
31203,1
5155,1
35347,0
4467,0
22526,0
20274,0
17433,0
19234,1
28126,1
31652,1
46047,1
6562,1
26851,0
27994,1
38813,1
23305,0
1152,1
36972,0
1192,0
19160,0
14412,1
49646,1
45393,1
33943,1
32611,0
17982,0
3379,1
11696,0
24348,0
16200,1
40271,0
42915,0
23619,0
20170,1
37313,1
33527,1
22932,0
12989,1
39140,0
38843,1
45776,0
17980,0
45086,0
46724,1
43306,1
43973,0
47938,1
43234,1
24825,1
41618,0
272,1
12138,0
813,1
35859,0
6195,1
7628,0
45579,1
4084,1
32657,1
30084,0
37299,0
18160,1
24311,0
22193,0
43217,0
16851,1
29552,1
38740,0
41803,0
5550,0
16068,0
3341,0
31592,0
28032,0
8903,0
29177,0
40399,1
46708,0
28685,0
39942,0
15637,1
10670,0
42862,0
19536,1
27954,1
28166,1
3690,0
36245,1
23917,0
27845,0
10032,1
25438,0
19205,0
1686,0
33563,1
9220,0
23374,0
29869,0
539,1
19973,1
48171,0
2685,0
49951,0
15929,1
537,0
12311,0
43047,1
44470,0
1006,0
25182,0
36178,1
4534,1
40026,0
15241,0
47236,1
30055,0
23838,1
36498,0
15912,1
48277,0
36392,0
11791,0
5527,1
44239,1
43960,1
5464,0
23072,1
32931,0
7996,1
40109,0
28286,0
5332,1
47132,0
12745,0
45851,0
8809,1
23529,0
37741,0
49993,0
15822,1
46597,1
9124,0
12841,1
15826,0
30016,1
18251,1
31713,0
15974,0
14113,0
46128,0
38969,0
43844,0
43466,0
45187,0
9499,1
30421,0
2707,0
35168,0
47672,1
32455,0
31038,0
49824,0
28869,1
38618,0
1921,0
25887,1
46387,0
16262,0
40122,0
13330,1
48098,0
14490,0
46104,1
3964,1
2855,0
6626,1
12398,0
10198,0
15205,1
13085,0
45965,0
32136,0
15220,0
1527,1
14798,0
18387,1
23273,1
42140,0
49155,1
39395,0
41877,1
15488,0
13639,0
9089,1
27428,0
21474,1
47764,0
30033,0
13617,1
14943,0
6239,0
38601,1
48179,0
42980,1
10601,1
2764,0
19383,0
21060,0
11448,1
44765,0
7574,1
23020,1
48771,0
7742,1
49266,1
46018,1
12885,1
47079,1
22874,1
7993,0
28881,0
20503,0
15342,0
45825,1
45287,0
33399,0
17120,0
32903,0
27667,0
31734,1
40926,0
43207,0
37382,1
10124,0
10186,0
48264,1
28472,1
25460,1
31915,0
14627,0
29365,0
6504,1
21373,1
24150,1
13332,1
37674,1
27275,1
4220,0
2545,1
1482,1
36319,0
28425,0
21585,0
28461,0
11922,1
38807,1
43709,1
24463,0
2950,1
7510,0
48053,1
37343,0
38111,1
16155,1
19367,0
24733,0
49342,0
27363,0
34918,0
22782,0
44079,0
26920,1
3014,0
8634,0
33433,0
33877,0
17146,1
22825,0
29384,0
13241,0
1280,1
26948,1
19841,0
3819,0
16807,1
39174,1
43080,0
18488,0
2292,1
40273,0
16502,1
31161,0
2973,1
15265,0
49863,1
13070,0
25729,1
41724,1
27085,0
33882,1
6045,0
30186,0
26942,1
17668,0
12079,1
34092,1
47222,0
48150,1
48162,1
28941,1
37955,1
9363,0
42782,0
43994,1
11469,0
36033,1
28620,1
1838,0
17902,0
2341,0
15865,0
8184,1
9350,1
33261,1
45403,0
8873,0
30524,0
22271,1
3313,1
19348,0
46594,1
34563,0
44082,0
32895,1
15490,0
47081,0
40782,1
3427,0
38614,1
22983,1
7395,1
38575,0
41208,0
39290,1
28009,0
40822,0
30729,1
42462,0
34130,1
12093,0
20005,1
13940,0
46081,0
25969,1
33275,1
33619,1
36103,1
11430,0
4498,0
36595,0
6494,1
3234,1
20984,0
33883,0
34023,0
20097,0
24814,1
21208,0
44960,0
14349,1
15519,1
4774,0
34641,0
3874,0
18699,0
43823,0
27333,0
6285,1
41182,0
8509,0
12684,0
37608,0
7570,1
46307,1
25581,1
35684,1
10455,1
7889,1
42547,0
6419,1
35425,1
20391,0
41417,1
8422,1
23096,1
40474,0
37503,1
5337,1
19815,1
47099,0
1805,1
9177,0
44800,1
26057,0
6249,1
37898,0
8591,1
12133,0
35357,0
11234,1
36026,1
24553,1
26793,0
12519,1
45506,1
15877,1
23657,0
42144,1
31797,1
2127,1
8051,1
39031,0
2572,0
7934,1
18244,1
41635,0
8151,0
47447,0
14844,0
37166,1
43333,1
8146,0
43637,1
5168,1
7178,0
4184,0
25809,1
39822,0
12493,0
10721,0
36460,1
34887,0
40850,0
48717,0
32033,0
28313,0
23187,0
18860,1
27174,1
30014,0
9252,0
48213,0
42756,0
11935,0
32862,1
24024,1
39871,1
8432,0
355,0
14106,1
41948,0
45014,1
43212,0
31930,0
41359,1
39369,0
27661,1
27067,0
7011,0
41642,1
21020,1
28846,1
49572,0
8395,0
10356,0
19858,1
28085,0
8979,0
20120,1
31296,0
17442,1
10836,0
32037,1
33813,0
9090,1
35431,1
32387,1
32190,1
33274,1
7898,0
46602,0
22935,0
6126,0
8459,1
21897,1
26125,0
42343,1
47802,1
14445,0
43871,0
32366,0
12013,1
5786,1
16642,0
23668,0
30017,1
18899,0
7204,0
39046,0
45523,1
37507,0
30830,1
39872,0
41408,0
36104,0
14236,0
6909,1
17265,0
20036,0
42539,0
38913,0
40909,1
9154,1
7979,0
10925,0
43025,0
40873,0
20876,1
45020,0
37366,0
7171,0
575,0
7348,1
20364,0
34385,0
24694,1
34682,0
30770,1
15895,1
6906,0
36353,1
9707,1
38909,1
18900,1
10088,0
18003,1
35209,1
4209,0
23967,1
49968,1
38130,0
22325,0
39294,0
37274,0
41774,1
12709,1
31426,1
99,1
7859,1
25490,0
28017,0
25633,0
29867,0
45752,1
3903,0
47169,0
43401,1
33336,1
14243,0
34936,1
38206,1
9295,0
33025,1
32516,1
39866,1
6867,1
31690,0
9193,0
5658,1
10470,1
29017,0
3787,0
4688,1
26304,1
30991,0
3966,1
29138,0
20226,1
14654,1
45890,0
38639,0
48805,1
13445,1
9153,1
22715,0
18644,1
34725,0
29967,0
19328,0
43173,0
35034,0
15710,0
27198,0
49434,0
40885,0
32952,0
49072,1
44430,1
35416,1
42646,1
8866,1
5477,1
46729,0
43594,0
43235,1
33186,1
31669,1
17512,1
14324,1
43453,0
29499,1
42681,1
42326,1
18306,1
49528,1
44745,0
46827,1
27531,1
24955,1
14483,0
11339,1
41225,1
35469,1
45389,0
2256,0
35177,0
10710,0
14020,0
12430,1
27577,0
36891,1
30252,1
2948,0
18034,0
33759,1
25719,1
31782,1
25400,1
32002,0
32693,1
33107,1
35027,1
8462,0
44678,0
7924,1
40868,0
26907,1
16627,0
41525,0
45235,0
32912,0
22479,1
7872,0
43130,0
30076,0
10594,1
42800,1
3989,0
43566,1
43418,0
46301,0
29920,0
10887,1
29830,1
49844,0
26947,0
13772,1
48143,0
5416,1
19292,0
19678,0
25392,1
47251,1
14422,1
7495,1
7022,0
12221,0
7103,1
22376,1
3496,0
15406,0
18833,0
14882,1
34511,1
38145,1
32493,1
17191,0
5547,1
30774,0
27960,1
25177,0
32630,1
5514,0
39656,1
1873,0
3637,1
46394,0
28935,0
22157,1
33809,0
28263,0
43346,1
33248,0
21619,0
37409,0
5317,1
20179,1
29133,0
18920,0
38255,0
4716,1
23607,0
5472,1
14615,0
41685,1
7917,0
41497,0
25749,1
